Open,High,Low,Close,Volume,Class
564.36,575.01,563.46,569.54,1356700,T
570.34,579.26,569.86,577.59,1621700,T
581,583.61,576.45,583.27,1854000,T
584.14,584.2,574.98,583.18,1623000,T
586.39,586.79,580.61,581.06,1397100,G
577.94,579.4,567.05,572.16,3016500,T
591.38,595.17,580.41,593.45,4014100,G
590.13,592.77,583.63,587.86,2062100,G
589.1,598.01,588.98,593.11,1699100,T
591.61,596.21,590.88,594.35,1233100,T
594.82,597.86,590.15,591.73,1035100,G
588.78,590.24,585.42,587.41,932400,G
586.46,590.88,583.15,588.98,986800,T
587.14,588.09,581.92,584.01,1349800,G
584.94,587.89,582.4,585.81,1016400,G
579.01,582.05,568.44,570.03,2102700,G
568.84,574.38,561.31,564.52,1955200,G
567.48,573.77,562.56,571.58,1427300,T
568.49,570.41,561.07,563.52,1551200,G
560.24,569.14,558.47,564.82,1334300,T
566.44,568.33,559.56,561.82,1110900,G
562.02,568.69,558.82,567.21,1494700,T
568.43,568.93,564.45,566.33,1214700,G
562.97,564.35,559.34,561.19,1542000,T
565.76,573.43,564.2,573.21,1439200,T
574.6,576.32,569.32,573.08,985400,T
576.28,577.79,568.96,571.91,1519100,G
574.53,582.91,574.42,580.57,1284100,T
583.4,585.73,582.4,585.25,978600,T
584.28,585.09,580.97,582.89,1036700,G
582.22,582.9,579.55,581.77,914800,G
581.99,583.63,579.05,580.96,789000,T
583.12,583.4,577.41,578.61,1361400,G
579.67,580.21,575,576.28,1639600,G
575.69,576.91,568.54,569.44,1703300,G
568,571.68,565.55,567.64,1292900,T
569.77,570.47,565.52,570.03,1083700,T
570.28,576.25,569.63,575.75,1578400,T
578.41,581.39,573.43,576.36,1215100,BT
578.41,584.4,577.63,580.39,1458100,T
582.38,584.94,580.36,584.48,1632300,T
584.99,590.15,584.69,588.11,1431000,T
587.29,587.39,578.41,579.42,1287200,G
579.91,581.9,575.36,581.5,977300,G
578.77,580.22,574.68,579.76,1221000,T
579.41,580.05,572.89,574.04,1601600,G
571.37,573.38,566.65,571.53,1597500,G
571.19,579.91,571.09,578.36,1480300,T
578.42,585.91,577.19,583.17,1692800,T
585.39,587.93,583.4,587.66,1444500,T
589.88,594.85,587.89,594.45,3736600,T
592.19,592.32,581.86,585.76,1689500,G
585.24,585.24,579.41,579.54,1471400,G
579.87,588.02,578.93,586.38,1728100,T
585.94,586.37,572.61,573.49,1925900,G
574.48,577.66,573.09,575.52,1443600,G
570.18,576.61,569.61,574.78,1282400,T
575.35,578.26,571.28,575.78,1621700,G
574.43,576,565.46,566.71,1445400,G
565.76,570.34,561.78,568.52,1178400,T
571.48,575.64,570.93,573.7,1141700,T
577.22,579.41,572.87,575.77,1214600,G
572.83,573.69,562.2,562.2,1911300,G
564.02,572.31,555.96,570.93,1990800,T
569.62,569.93,557.53,559.34,2524800,G
556.19,563.58,542.56,543,3081900,G
543.5,548,531.64,531.75,2581600,G
537.42,545.69,531.71,536.47,2222500,G
529.56,531.34,516.88,528.58,3719300,G
517.58,527.98,513.59,523.07,3708500,T
525.81,529.53,507.14,509.77,5539300,G
508.06,520.33,506.71,519.41,2607500,T
523.75,525.35,517.69,525.1,2336200,T
528.44,538.32,527.35,531.25,2919200,T
537.84,545.72,534.38,542.49,2348800,T
542.87,543.39,534.32,538.3,1973100,G
535.56,542.92,535.56,539.29,1185300,T
541.51,547.48,540.14,547.4,1270900,T
548.49,552.67,545.48,547.83,1770500,G
547.45,551.29,542.02,548.8,1455600,T
557.82,558.04,553.23,557.55,2035000,G
553.98,556.37,551.72,553.7,1382200,G
551.49,553.98,547.8,552.59,1244200,T
555.28,555.28,542.56,544.43,2032200,G
544.01,545.39,539.49,540.56,1333200,T
544.71,544.71,537.2,539.53,1633700,G
539.98,548.09,539.54,545.99,1134600,T
546.99,550.43,544.8,548.78,965500,T
548.88,548.95,543.68,545.81,1129600,G
548.29,548.29,541.99,543.89,1339300,G
545.18,545.18,540.67,542.91,1289500,G
542.09,542.3,532.6,535.04,1726000,G
536.03,540.46,532.71,533.57,1962600,G
533.54,536.77,528.63,535.52,1392200,G
529.8,533.64,529.63,533.37,1563300,T
540.13,540.66,535.09,536.03,2224200,G
536.18,541.21,534.15,537.79,1706300,T
537.52,542.49,537.13,539.6,1789900,T
539.4,540.07,535.57,538.89,1522900,G
539.14,540.52,535.13,540.35,1148300,G
537.42,539.93,530.4,532.34,2115300,G
532.05,534.03,528.35,532.29,1526600,G
529.98,534.53,527.81,529.87,1277900,G
529.71,535.87,527.14,535.84,1392100,G
529.55,531.43,522.84,523.82,2565600,G
525.69,529.55,522.36,525.54,2329300,G
520.71,532.73,519.07,531.91,1871300,T
531.62,534.86,524.12,524.62,1712200,G
526.35,532.46,525.66,526.89,1610800,G
522.08,527.05,517.24,517.24,1994500,G
521.31,521.67,511.86,512.39,2813400,G
510.16,511.65,487.66,494.03,3964200,G
495.64,505.61,495.45,503.51,2883100,T
511.55,512.46,503.32,509.7,2926700,G
510.11,516.3,505.52,514.94,3690200,T
514.67,525.02,514.67,523.43,2723700,T
525.56,533.1,524.85,529.14,2197600,T
529.06,530.3,525.58,527.32,705900,G
527.32,532.79,525.87,532.57,1040500,T
530.73,534.01,528.56,528.88,2278500,G
526.64,529.7,525.69,528.97,876200,T
529.8,531.14,524.36,524.96,1368200,G
527.56,529.82,522.67,523.37,1447500,G
521.83,522.89,511.66,512.46,2059800,G
513.59,514.76,499.68,500.59,2899900,G
505.61,505.86,498.28,499.73,2065000,G
496.63,502.1,489.66,501.3,3353500,T
503.38,503.54,493.44,494.81,2071300,G
493.58,494.62,486.23,491.2,2326700,T
497.47,501.6,491.04,494.82,2370400,G
493.3,501.85,491.65,499.5,2215500,T
504.19,504.3,496.4,500.42,2715800,G
498.64,506.8,498.63,506.69,2298200,T
509.6,511.1,504.63,505.51,2232000,G
505.86,517.86,504.81,516.62,2268700,T
520.05,534.86,518.28,532.93,2676900,T
534.12,540.69,531.54,538.47,2281700,T
537.06,537.52,528.22,533.74,1543700,G
528.52,529.25,516.77,517.21,1904000,G
521.35,521.56,508.6,508.6,1683800,G
509.6,509.69,499.83,509.26,4186300,T
514.45,538.39,514.11,533.06,5606300,T
530.27,531.54,517.13,527.03,2849800,G
526.55,531.94,521.83,527.79,2038600,T
527.79,531.21,519.84,521.33,1663600,G
522.36,527.05,520.66,526.14,1849700,T
526.2,535.73,524.97,529.55,1763500,T
526.55,530.54,524.58,526.38,1267700,T
527.85,536.23,525.48,535.47,1749800,T
533.83,536.98,531.92,534.5,1377700,T
535.78,543.33,533.21,541.44,1620200,T
541.86,548.4,541.64,547.51,1900300,T
545.33,548.49,539.61,541.35,1616800,G
539.92,544,536.04,538.22,1453000,G
536.57,541.62,536.54,541.38,989100,T
541.64,542.26,534.33,537.47,1444300,G
534.58,534.97,527.96,530.45,1457800,G
528.55,535.32,526.8,534.62,1005000,T
534.43,544.72,533.98,542.38,1825900,T
541.72,554.62,540.02,553.96,2311500,T
552.72,563.16,551.39,556.87,2410100,T
559,570.58,557.22,569.78,2129600,T
568.89,573.81,564.97,572.07,1704700,T
570.3,575.53,566.45,571.8,1876800,T
573.45,576.33,571.84,573.75,1389600,G
573.31,575.1,565.21,566.13,1659100,G
565.31,568.71,561.99,567.29,1062100,G
562.71,563.3,553.21,553.49,1792300,G
553.62,556.61,549.17,549.67,1820700,G
551.99,554.85,548.95,553.99,1389600,G
551.98,556.87,542.73,545.82,1703500,G
549.44,555.33,544.51,552.99,1640900,T
550.2,552.28,546.5,549.33,1805500,T
550.99,558.25,545.5,557.97,2134500,T
557.86,559.26,554.62,556.46,1197200,T
560.11,560.18,557.52,558.83,2616800,G
558.9,560.82,554.31,557.28,1643800,T
561.02,573.02,559.67,568.63,2583200,T
568.94,570.69,557.21,557.26,2152200,G
556.06,557.37,549.14,553.65,1572600,G
551.49,553.76,546.63,546.84,1897400,G
550.11,551.95,546.67,550.52,1287500,G
548.49,553.19,545.22,546.5,1588000,G
547.1,549.63,538.02,541.07,1963000,G
539.37,539.37,532.39,534.06,1716300,G
530.76,536.94,528.12,535.3,1324400,T
536.61,541.2,534.53,535.55,1302800,T
536.91,542.36,536.91,540.13,1178500,T
539.55,540.47,534.02,539.3,1557800,T
540.81,540.81,535.84,538.53,1409400,G
536.94,542.57,535.84,537.69,1645300,G
534.78,536.1,526.65,528.94,2604100,G
527.25,533.27,521.79,531.07,2318800,T
528.45,534.12,528.16,532.34,1299800,G
527.21,528.39,519.58,522.62,2151800,G
524.16,534.62,523.06,533.91,1679200,T
536.04,537.91,532.21,532.51,1844700,G
532.94,539.6,530.29,537.89,1593500,T
539.52,549.45,538.75,545.5,4184800,T
564.55,569.58,555.72,563.51,4932500,G
563.39,565.95,553.2,555.37,2398000,G
554.64,556.02,550.37,553.68,1491000,G
550.47,553.68,546.91,549.08,1698800,G
547.87,548.59,535.05,537.34,2082200,G
538.43,539.54,532.1,537.9,1768200,T
538.53,544.07,535.06,540.78,1308000,G
538.21,539.74,530.39,530.8,1383100,G
531.24,532.38,521.09,524.22,1567000,G
523.99,533.46,521.75,530.7,1546300,T
536.65,541.15,525,538.22,1527600,T
538.37,541.98,535.4,535.7,905300,G
531.6,533.21,525.26,529.04,1634200,G
530.56,534.32,528.66,529.62,1252300,T
533.77,539,532.41,538.4,1403900,T
539.18,539.27,530.38,533.85,1971300,G
532.01,534.82,528.85,532.3,2003400,T
533.98,540.66,533.04,537.36,1966900,T
538.49,542.92,532.97,539.27,1430800,G
537.95,543.84,535.98,542.51,1462700,T
540.15,544.19,539.51,540.11,1176200,G
538.12,539,529.88,532.32,2406500,G
532.8,540.55,531.71,539.79,1525000,T
538.01,540.61,536.25,539.78,1029800,G
537.37,538.63,531.45,532.11,2597400,G
536.79,536.79,529.76,533.99,1904300,G
532.93,543,531.33,539.18,1939000,T
539.91,543.5,537.11,540.31,1714500,G
537.76,540.59,534.32,536.7,1348300,G
536.35,537.2,532.52,533.33,1388200,G
533.31,534.12,526.24,526.83,1520600,G
527.56,529.2,523.01,526.69,1455300,T
529.36,538.36,529.35,536.69,1815000,T
538.42,538.98,533.02,534.61,1217500,G
531.6,533.12,530.16,532.33,955800,G
528,528.3,524,527.2,1632700,T
528.4,529.64,525.56,528.15,1071800,T
529.37,530.98,525.1,529.26,1294200,T
531,538.15,530.79,536.73,1833100,T
537.21,538.25,533.01,536.69,1893500,T
539.59,543.74,537.53,538.19,1250300,T
539.64,541.5,535.25,540.48,1197500,T
540,540,535.66,537.84,1286600,G
538.87,540.9,535.23,535.23,1335700,G
537.26,537.76,531.35,531.69,2109100,G
525.01,528.61,520.54,521.52,1937800,T
526.02,526.25,520.5,520.51,2217200,G
524.73,525.69,518.23,521.84,1961000,G
521.08,524.65,521.08,523.4,1235900,G
519.5,525.25,519,522.86,1280500,T
523.13,526.18,515.18,525.02,1597200,G
521.05,522.73,516.11,516.83,1296700,T
523.12,523.77,520.35,520.68,1839400,T
526.29,532.56,525.55,530.13,1956700,T
532.88,547.11,532.4,546.55,2206500,T
546.76,565.85,546.71,561.1,3244100,T
560.13,566.5,556.79,560.22,1784600,T
565.12,580.68,565,579.85,4768300,T
649,674.47,645,672.93,11164900,T
659.24,668.88,653.01,663.02,5860900,G
655.21,673,654.3,662.3,3377200,T
660.89,678.64,659,662.1,3929300,T
661.27,663.63,641,644.28,3029100,G
647,648.17,622.52,623.56,3625700,G
621,634.3,620.5,627.26,2675400,T
632.83,632.83,623.31,628,1727300,G
628.8,633.36,622.65,631.93,1575100,T
630,635.22,622.05,632.59,1474200,T
631.38,632.91,625.5,625.61,1706100,G
625.34,633.06,625.34,631.21,1304500,T
628.42,634.81,627.16,629.25,1490900,T
634.33,647.86,633.16,643.78,2334300,T
645,645.38,632.25,642.68,1572600,G
640.23,642.68,629.71,635.3,1403900,G
639.48,643.44,631.25,633.73,1809200,T
669.2,674.9,654.27,660.78,5029200,G
663.08,665,652.29,659.56,2936700,G
659.32,664.5,651.66,656.45,1810700,G
655.01,659.85,652.66,657.12,1072100,T
656.8,661.38,651.24,660.87,1051700,T
661.9,664,653.46,656.13,1456100,G
656.6,667,654.19,660.9,2131600,G
655.46,662.99,642.9,646.83,2855300,G
639.78,640.05,612.33,612.48,4265200,G
573,599.33,565.05,589.61,5770300,T
614.91,617.45,581.11,582.06,3538000,G
610.35,631.71,599.05,628.62,4235900,T
639.4,643.59,622,637.61,3491300,G
632.82,636.88,624.56,630.38,1978700,G
627.54,635.8,617.68,618.25,2176700,G
602.36,612.86,594.1,597.79,3702100,T
605.59,614.34,599.71,614.34,2575600,T
617,619.71,602.82,606.25,1759600,G
600,603.47,595.25,600.7,2089000,T
612.49,616.31,604.12,614.66,2279500,T
621.22,626.52,609.6,612.72,1702100,G
613.1,624.16,611.43,621.35,1905300,T
619.75,625.78,617.42,625.77,1373500,T
625.7,625.86,619.43,623.24,1702300,T
626.7,638.7,623.78,635.14,2084400,T
635.47,637.95,632.32,635.98,1286500,T
637.79,650.9,635.02,642.9,2274700,G
636.79,640,627.02,629.25,5133400,G
634.4,636.49,625.94,635.44,1788500,G
627,627.55,615.43,622.69,2562900,G
622.05,628.93,620,622.36,1470900,G
616.64,627.32,612.4,625.8,2240100,T
629.77,629.77,611,611.97,2174000,G
610.34,614.6,589.38,594.89,3127700,G
597.28,605,590.22,594.97,2309500,T
603.28,608.76,600.73,608.42,2413400,T
608.37,612.09,599.85,611.29,1867600,G
607.2,627.34,603.13,626.91,2684800,T
632,643.01,627,641.47,1803600,T
638.84,649.25,636.53,645.44,2166300,T
649.24,650.61,632.15,642.36,2092700,G
641.36,644.45,625.56,639.16,2182100,G
640,645.99,635.32,643.61,1648700,T
642.09,648.5,639.01,646.67,1275200,T
643.15,657.81,643.15,652.3,1807700,T
653.21,659.39,648.85,651.16,1415500,T
654.66,663.13,654.46,661.74,1885700,T
664.11,664.97,657.2,662.2,1611100,G
661.18,666.82,659.58,666.1,1477300,T
664.04,664.72,644.2,650.28,2490000,G
654.15,655.87,641.73,642.61,1791100,G
646.7,657.8,644.01,651.79,4071000,T
727.5,730,701.5,702,6653900,G
701.55,719.15,701.26,712.78,2716600,T
707.38,713.62,704.55,708.49,2245800,G
707.33,712.98,703.08,712.95,2178900,T
710.5,718.26,710.01,716.92,1456000,T
715.73,718,710.05,710.81,1908800,G
711.06,721.62,705.85,721.11,1886300,T
718.86,724.65,714.72,722.16,1565400,T
722,733.1,721.9,728.11,1706700,T
729.47,739.48,729.47,731.25,1861600,T
731.5,735.41,727.01,733.76,1511600,G
730.2,734.71,719.43,724.89,2069800,G
724.4,730.59,718.5,728.32,1608000,T
732.46,741,730.23,735.4,1366400,G
731,737.8,728.65,731.23,1837200,G
729.17,731.15,716.73,717,2075500,G
715.6,729.49,711.33,728.96,1905900,T
729.29,731.84,723.03,725.3,1510900,G
727.58,741.41,727,740,1684300,T
738.74,742,737.43,738.41,1327100,T
746.53,757.92,743,756.6,2212300,T
757.45,762.71,751.82,755.98,1414500,G
752,755.28,737.63,748.28,2333100,G
748.14,752,746.06,748.15,1122100,T
748.46,753.41,747.49,750.26,838500,T
748.81,754.93,741.27,742.6,2097600,G
747.11,768.95,746.7,767.04,2134600,T
768.9,775.96,758.96,762.38,2230400,G
766.01,768.99,745.63,752.54,2590600,G
753.1,768.49,750,766.81,2757300,T
767.77,768.73,755.09,763.25,1812300,G
757.89,764.8,754.2,762.37,1829500,T
759.17,764.23,737,751.61,2700000,G
752.85,755.85,743.83,749.46,1984900,G
741.16,745.71,736.75,738.87,2224400,T
741.79,748.73,724.17,747.77,2412500,T
753,758.08,743.01,743.4,2666200,G
750,760.59,739.43,758.09,1993300,T
762.42,762.68,749,749.43,1553400,G
746.51,754.13,738.15,739.31,3148700,G
746.13,750,740,747.77,1525700,T
751.65,754.85,745.53,750,1365400,T
753.47,754.21,744,750.31,1565900,G
749.55,751.35,746.62,748.4,527200,T
752.92,762.99,749.52,762.51,1515300,T
766.69,779.98,766.43,776.6,1765000,T
776.6,777.6,766.9,771,1293300,G
769.5,769.5,758.34,758.88,1489600,G
743,744.06,731.26,741.84,3272800,T
746.45,752,738.64,742.58,1950700,G
730,747.18,728.92,743.62,1947000,T
730.31,738.5,719.06,726.39,2963700,T
731.45,733.23,713,714.47,2450900,G
716.61,718.85,703.54,716.03,2090600,T
721.68,728.75,717.32,726.07,2024500,T
730.85,734.74,698.61,700.56,2501700,G
705.38,721.92,689.1,714.72,2225800,G
692.29,706.74,685.37,694.45,3592400,T
703.3,709.98,693.41,701.79,2268100,G
688.61,706.85,673.26,698.45,3445000,T
702.18,719.19,694.46,706.59,2412200,T
723.6,728.13,720.12,725.25,2011800,G
723.58,729.68,710.01,711.67,1711700,G
713.85,718.28,706.48,713.04,1331700,G
713.67,718.23,694.39,699.99,2194200,T
722.22,733.69,712.35,730.96,2676400,T
731.53,744.99,726.8,742.95,3474300,T
750.46,757.86,743.27,752,5139200,T
784.5,789.87,764.65,764.65,6348100,G
770.22,774.5,720.5,726.95,6171000,G
722.81,727,701.86,708.01,5168700,G
703.87,703.99,680.15,683.57,5105700,G
667.85,684.03,663.06,682.74,4247400,T
672.32,699.9,668.77,678.11,3608900,T
686.86,701.31,682.13,684.12,2638000,G
675,689.35,668.87,683.11,3024000,T
690.26,693.75,678.6,682.4,2141400,T
692.98,698,685.05,691,2520000,T
698.09,709.75,691.38,708.4,2492600,T
710,712.35,696.03,697.35,1883200,G
695.03,703.08,694.05,700.91,1589300,T
707.45,713.24,702.51,706.46,1949800,G
701.45,708.4,693.58,695.85,2009300,G
688.92,700,680.78,699.56,1963600,T
700.01,705.98,690.59,705.75,1642200,T
708.58,713.43,700.86,705.07,2243500,G
700.32,710.89,697.68,697.77,2481100,T
703.62,718.81,699.77,718.81,2151400,T
719,720,712,718.85,1629000,G
718.68,719.45,706.02,712.42,1958000,G
714.99,716.49,706.02,710.89,1972100,G
706.9,708.09,686.9,695.16,2985100,G
688.59,703.79,685.34,693.97,2076300,T
698.47,705.68,694,705.24,1421500,T
708.12,716.44,703.36,712.82,2833500,T
720,726.92,717.13,726.82,1970800,T
726.81,735.5,725.15,730.49,1718300,T
726.92,732.29,724.77,728.33,1721000,G
726.37,737.47,724.51,736.09,1624400,T
736.45,743.07,736,737.78,1860800,T
741.86,742,731.83,737.6,2980700,G
736.5,742.5,733.52,742.09,1836500,T
737.46,745,737.46,740.75,1269700,T
742.36,745.72,736.15,738.06,1432100,G
732.01,737.75,731,735.3,1594900,T
736.79,738.99,732.5,733.53,1301300,G
734.59,747.25,728.76,744.77,1903800,T
750.1,757.88,748.74,750.53,1782400,G
749.25,750.85,740.94,744.95,1718800,G
738.6,750.34,737,749.91,1576700,T
750.06,752.8,742.43,745.29,1134200,G
738,742.8,735.37,737.8,1132300,G
735.77,746.24,735.56,745.69,1053700,T
745.37,747,736.28,740.28,1453200,G
743.97,745.45,735.55,739.15,1290800,G
743.02,745,736.05,736.1,1220100,G
738,743.83,731.01,743.09,1353000,T
749.16,754.38,744.26,751.72,1707100,T
754.01,757.31,752.71,753.2,1135300,G
753.98,761,752.69,759,1809300,T
760.46,768.05,757.3,766.61,1556000,T
769.51,769.9,749.33,753.93,2030500,G
758,758.13,750.01,752.67,1529200,G
755.38,760.45,749.55,759.14,3060500,G
726.3,736.12,713.61,718.77,5951900,G
716.1,723.93,715.59,723.15,1959200,T
725.42,725.77,703.03,708.14,2744600,G
707.29,708.98,692.36,705.84,3098600,T
708.26,714.17,689.55,691.02,2867300,G
690.7,697.62,689,693.01,2487700,T
697.63,700.64,691,698.21,1645300,G
696.87,697.84,692,692.36,1543800,G
690.49,699.75,689.01,695.7,1693500,T
697.7,702.32,695.72,701.43,1683500,T
698.38,711.86,698.11,711.12,1826100,T
712,718.71,710,712.9,1510300,T
716.75,723.5,715.72,723.18,1569600,T
723.41,724.48,712.8,715.29,1692100,G
717.06,719.25,709,713.31,1360700,G
711.93,716.66,709.26,710.83,1314500,G
709.13,718.48,705.65,716.49,1317100,T
715.99,721.52,704.11,706.23,2001200,G
703.67,711.6,700.63,706.63,1766800,G
702.36,706,696.8,700.32,1670200,G
701.62,714.58,700.52,709.74,1828400,T
706.53,711.48,704.18,704.24,1330700,T
706.86,720.97,706.86,720.09,1929500,T
720.76,727.51,719.71,725.27,1629200,T
722.87,728.33,720.28,724.12,1576300,T
724.01,733.94,724,732.66,1974000,T
731.74,739.73,731.26,735.72,2129500,T
734.53,737.21,730.66,734.15,1253600,G
732.5,733.02,724.17,730.4,1341800,G
729.27,729.49,720.56,722.34,1226300,G
724.91,724.91,714.61,716.55,1565300,G
719.84,721.98,716.55,716.65,1336200,T
723.96,728.57,720.58,728.28,1583700,G
722.87,729.54,722.34,728.58,988900,G
719.47,725.89,716.43,719.41,1216400,G
716.51,725.44,716.51,718.36,1258900,G
716.48,722.47,713.12,718.27,1306100,T
719,722.98,717.31,718.92,1214500,G
714.91,716.65,703.26,710.36,1982500,G
708.65,708.82,688.45,691.72,3402400,G
698.77,702.48,693.41,693.71,2082500,G
698.4,702.77,692.01,695.94,1465600,T
699.06,700.86,693.08,697.46,1184300,G
697.45,701.95,687,701.87,2171400,G
675.17,689.4,673.45,675.22,4449000,G
671,672.3,663.28,668.26,2629000,T
678.97,680.33,673,680.04,2173800,T
683,687.43,681.41,684.11,1932600,T
685.47,692.32,683.65,692.1,1597700,T
692.2,700.65,692.13,699.21,1344700,T
696.06,696.94,688.88,694.95,1462600,G
689.98,701.68,689.09,697.77,1411900,T
698.08,698.2,688.22,695.36,1304200,T
699.5,705.71,696.43,705.63,1575200,T
708.05,716.51,707.24,715.09,1111800,T
719.12,722.94,715.91,720.64,1336900,T
723.62,724,716.85,716.98,935900,G
721.58,722.21,718.03,720.95,950200,T
725.73,725.74,719.05,719.85,1279300,G
722.71,736.13,721.19,733.78,1295500,T
729.89,736.99,729,736.96,1227500,T
737.33,742.13,737.1,741.19,1289700,T
740.36,741.69,735.83,738.63,1026300,T
741.86,743.24,736.56,742.74,1259800,G
740.67,742.61,737.5,739.77,1032400,G
739.04,741.69,734.27,738.42,1186700,G
738.28,744.46,737,741.77,1512500,T
747.04,748.65,739.3,745.91,3530200,T
772.71,778.55,766.77,768.79,3841500,G
761.09,780.43,761.09,772.88,2700500,T
768.69,775.84,767.85,771.07,1784500,G
767.18,773.21,766.82,773.18,1287400,T
772.22,774.07,768.79,771.61,1140300,T
773.78,783.04,772.34,782.22,1801200,T
782,782.63,778.09,781.76,1107900,G
781.1,788.94,780.57,784.26,1318900,T
783.75,786.81,782.78,784.68,786400,T
785,789.75,782.97,784.85,975100,G
781.5,783.4,780.4,783.22,740500,T
783.75,787.49,780.11,782.44,938200,G
780.3,780.98,773.44,777.14,1028000,G
777.32,780.81,773.53,779.91,924200,T
780.01,782.86,777,777.5,719400,G
775,777.1,773.13,775.42,861500,G
773.27,774.54,770.05,772.15,951400,T
775.48,776.44,771.78,772.08,928200,G
770.58,774.5,767.07,769.64,1072000,G
767,771.89,763.18,769.41,926900,T
769,776.08,765.85,769.54,1166700,G
768.74,774.99,766.61,772.15,847600,T
769.33,774.47,766.84,769.09,1130000,G
767.01,769.09,765.38,767.05,1248600,T
769.25,771.02,764.3,768.78,925100,T
773.01,773.92,768.41,771.46,1072700,T
773.45,782,771,780.08,1442800,T
780,782.73,776.2,780.35,893700,G
778.59,780.35,773.58,775.32,1270300,G
770.1,773.24,759.66,759.66,1885500,G
755.13,770.29,754,769.02,1311000,T
764.48,766.22,755.8,759.69,1395000,G
759.61,767.68,759.11,762.49,1087400,T
762.89,773.8,759.96,771.76,1305100,T
769.75,769.75,764.66,768.88,2049300,T
772.42,774,764.44,765.7,1172800,G
769,773.33,768.53,771.41,978600,T
772.66,777.16,768.3,776.22,1167800,T
780,789.85,778.44,787.21,1486200,T
786.59,788.93,784.15,786.9,1411900,G
782.74,782.74,773.07,774.21,1533200,G
775.5,785.99,774.31,783.01,1153200,T
777.85,781.81,774.97,781.56,1109800,T
781.44,785.8,774.23,775.01,1314700,G
776.33,780.94,774.09,777.29,1585300,G
774.25,776.07,769.5,772.56,1278800,T
776.03,778.71,772.89,776.43,1201400,T
779.31,782.07,775.65,776.47,1461200,G
779,780.48,775.54,776.86,1070700,T
779.66,779.66,770.75,775.08,933200,G
777.71,789.38,775.87,785.94,1174900,T
786.66,792.28,780.58,783.07,1372500,G
783.76,788.13,782.06,786.14,937400,G
781.22,781.22,773,778.19,1365300,T
781.65,783.95,776,778.53,852500,G
779.8,785.85,777.5,779.96,1093000,T
787.85,801.61,785.57,795.26,2056900,T
798.24,804.6,798.03,801.5,1766800,T
803.3,803.97,796.03,796.97,1757500,G
795,799.5,794,799.37,1266200,T
804.9,815.18,804.82,813.11,1697500,T
816.68,816.68,805.14,807.67,1576400,G
806.34,806.98,796.32,799.07,1647700,G
801,803.49,791.5,795.35,2749200,T
808.35,815.49,793.59,795.37,4269900,G
795.47,796.86,784,784.54,2427300,G
782.89,789.49,775.54,783.61,2406400,G
778.2,781.65,763.45,768.7,1872400,G
767.25,769.95,759.03,762.13,1943200,G
750.66,770.36,750.56,762.02,2134800,T
774.5,785.19,772.55,782.52,1585100,T
783.4,795.63,780.19,790.51,1366900,G
779.94,791.23,771.67,785.31,2607100,T
791.17,791.17,752.18,762.56,4745200,G
756.54,760.78,750.38,754.02,2431800,G
755.6,757.85,727.54,736.08,3654400,G
746.97,764.42,746.97,758.49,2384000,T
755.2,766.36,750.51,764.48,1472600,T
766.92,772.7,764.23,771.23,1304000,T
771.37,775,760,760.54,1547100,G
762.61,769.7,760.6,769.2,1330600,T
772.63,776.96,767,768.27,1593100,G
767.73,768.28,755.25,760.99,1478400,G
764.26,765,760.52,761.68,587400,G
760,779.53,759.8,768.24,2188200,T
771.53,778.5,768.24,770.84,1616600,G
770.07,772.99,754.83,758.04,2392900,G
757.44,759.85,737.03,747.92,3017900,G
744.59,754,743.1,750.5,1452500,T
757.71,763.9,752.9,762.52,1394200,T
764.73,768.83,757.34,759.11,1690700,G
761,771.36,755.8,771.19,1761000,T
772.48,778.18,767.23,776.42,1488100,T
780,789.43,779.02,789.29,1821900,T
785.04,791.25,784.35,789.27,2104100,T
793.9,804.38,793.34,796.1,2145200,T
797.4,804,794.01,797.07,1704200,G
797.34,803,792.92,797.85,1626500,T
800.4,800.86,790.29,790.8,2443800,G
790.22,797.66,786.27,794.2,1232100,T
796.76,798.65,793.27,796.42,951000,G
795.84,796.68,787.1,794.56,1211300,G
792.36,793.32,788.58,791.26,972200,G
790.9,792.74,787.28,789.91,623400,G
790.68,797.86,787.66,791.55,789100,T
793.7,794.23,783.2,785.05,1153800,G
783.33,785.93,778.92,782.79,744300,G
782.75,782.78,770.41,771.82,1770000,G
